,location,total_sqft,bath,price,bhk
1616,Chikka Tirupathi,2646.0,3.0,99.0,3
1617,Chikka Tirupathi,2704.0,5.0,105.0,4
1618,Chikka Tirupathi,2325.0,3.0,95.0,3
1619,Chikka Tirupathi,2325.0,4.0,120.0,4
1620,Chikka Tirupathi,3250.0,4.0,136.0,4
1621,Chikka Tirupathi,2665.0,5.0,125.0,4
1622,Chikkabanavar,950.0,2.0,40.0,2
1623,Chikkabanavar,1600.0,2.0,80.0,3
1624,Chikkabanavar,600.0,1.0,25.0,2
1626,Chikkabanavar,2400.0,4.0,97.0,5
1627,Chikkabanavar,2000.0,4.0,65.0,5
1628,Chikkabanavar,1067.0,2.0,38.0,2
1629,Chikkabanavar,1320.0,2.0,46.0,3
1630,Chikkabanavar,4000.0,7.0,110.0,8
1632,Chikkalasandra,1100.0,2.0,50.0,2
1633,Chikkalasandra,1208.0,2.0,49.0,2
1634,Chikkalasandra,875.0,2.0,52.8,2
1636,Chikkalasandra,1800.0,1.0,128.0,2
1637,Chikkalasandra,1070.0,2.0,50.0,2
1638,Chikkalasandra,1230.0,2.0,48.0,2
1639,Chikkalasandra,1428.0,2.0,80.0,3
1640,Chikkalasandra,1070.0,2.0,42.8,2
1644,Chikkalasandra,1075.0,2.0,46.76,2
1647,Chikkalasandra,1070.0,2.0,45.48,2
1648,Chikkalasandra,1100.0,2.0,50.0,2
1651,Chikkalasandra,1224.0,2.0,45.0,2
1652,Chikkalasandra,1090.0,2.0,47.42,2
1655,Chikkalasandra,1325.0,2.0,59.0,2
1656,Chikkalasandra,1290.0,2.0,72.0,2
1659,Choodasandra,1115.0,2.0,50.0,2
1660,Choodasandra,1300.0,2.0,57.0,2
1661,Choodasandra,1530.0,3.0,77.0,3
1664,Choodasandra,1197.0,2.0,63.0,2
1665,Choodasandra,1465.0,3.0,75.0,3
1666,Choodasandra,1115.0,2.0,50.0,2
1667,Choodasandra,1215.0,2.0,59.0,2
1668,Choodasandra,1254.0,2.0,65.0,3
1669,Choodasandra,1580.0,3.0,105.0,3
1670,Choodasandra,725.0,2.0,36.0,2
1671,Choodasandra,2429.0,3.0,210.0,4
1673,Choodasandra,1075.0,2.0,45.0,2
1674,Choodasandra,1180.0,2.0,71.22,2
1675,Choodasandra,1140.0,2.0,62.0,2
1677,Choodasandra,1560.0,3.0,78.0,3
1678,Choodasandra,1065.0,2.0,46.0,2
1679,Choodasandra,1115.0,2.0,50.0,2
1681,Choodasandra,1115.0,2.0,50.0,2
1682,Cooke Town,3950.0,4.0,450.0,4
1683,Cooke Town,2388.0,4.0,239.0,3
1684,Cooke Town,1710.0,2.0,200.0,2
1685,Cooke Town,1310.0,2.0,111.0,2
1686,Cooke Town,3900.0,5.0,415.0,4
1687,Cooke Town,2560.0,4.0,310.0,3
1688,Cooke Town,2600.0,3.0,375.0,3
1689,Cooke Town,1100.0,2.0,90.0,2
1690,Cooke Town,2300.0,3.0,250.0,3
1691,Cox Town,1975.0,3.0,150.0,3
1692,Cox Town,1650.0,3.0,100.0,3
1693,Cox Town,1730.0,3.0,140.0,3
1694,Cox Town,1600.0,3.0,150.0,3
1695,Cox Town,1250.0,2.0,95.0,2
1696,Cox Town,1280.0,2.0,120.0,2
1697,Cox Town,1073.0,2.0,72.0,2
1698,Cox Town,1000.0,2.0,58.0,2
1699,Cox Town,1200.0,2.0,140.0,2
1700,Cunningham Road,5270.0,4.0,1250.0,4
1701,Cunningham Road,3875.0,3.0,864.0,3
1702,Cunningham Road,3875.0,3.0,800.0,3
1703,Cunningham Road,3815.0,3.0,763.0,3
1704,Cunningham Road,2880.0,3.0,501.0,3
1705,Cunningham Road,3489.0,3.0,662.0,3
1706,Cunningham Road,4170.0,3.0,800.0,3
1708,Cunningham Road,2700.0,3.0,501.0,3
1710,Cunningham Road,2880.0,3.0,560.0,3
1711,Dasanapura,708.0,2.0,37.0,2
1712,Dasanapura,708.0,1.0,40.0,2
1713,Dasanapura,965.0,2.0,42.5,2
1715,Dasanapura,814.0,2.0,42.0,2
1716,Dasanapura,1163.0,2.0,65.0,2
1717,Dasanapura,1286.0,2.0,68.0,3
1718,Dasanapura,708.0,2.0,31.15,2
1719,Dasanapura,708.0,1.0,41.0,1
1720,Dasanapura,814.0,2.0,43.7,2
1721,Dasarahalli,1295.0,2.0,65.0,2
1723,Dasarahalli,1150.0,2.0,70.0,2
1724,Dasarahalli,2100.0,3.0,120.0,3
1725,Dasarahalli,1220.0,2.0,52.0,2
1726,Dasarahalli,1375.0,2.0,60.0,2
1727,Dasarahalli,1333.0,2.0,78.56,2
1728,Dasarahalli,1220.0,2.0,62.0,2
1729,Devanahalli,1260.0,2.0,66.78,2
1730,Devanahalli,1282.0,2.0,68.52,3
1731,Devanahalli,1360.0,2.0,65.0,2
1732,Devanahalli,1408.0,2.0,85.0,2
1733,Devanahalli,1010.0,2.0,51.0,2
1734,Devanahalli,1080.0,2.0,53.35,2
1735,Devanahalli,2400.0,5.0,100.0,5
1736,Devanahalli,1080.0,2.0,44.0,2
1738,Devanahalli,1174.0,2.0,59.0,2
1739,Devanahalli,658.0,1.0,34.0,1
1740,Devanahalli,658.0,1.0,26.91,1
1741,Devanahalli,1080.0,2.0,52.0,2
1743,Devanahalli,1498.0,3.0,79.15,3
1744,Devanahalli,7370.0,4.0,393.5,4
1745,Devanahalli,1466.0,3.0,77.59,3
1746,Devanahalli,775.0,1.0,39.0,1
1747,Devanahalli,1020.0,2.0,49.87,1
1748,Devanahalli,1045.0,2.0,48.0,2
1749,Devanahalli,1550.0,3.0,85.0,3
1751,Devanahalli,1340.0,2.0,65.0,2
1752,Devanahalli,2125.0,3.0,107.0,3
1753,Devanahalli,1230.0,2.0,56.45,2
1754,Devanahalli,658.0,1.0,26.91,1
1756,Devanahalli,1010.0,2.0,58.0,2
1760,Devarachikkanahalli,1250.0,2.0,40.0,2
1761,Devarachikkanahalli,1200.0,2.0,83.0,2
1762,Devarachikkanahalli,1170.0,2.0,40.0,2
1763,Devarachikkanahalli,615.0,1.0,24.0,1
1764,Devarachikkanahalli,1230.0,2.0,58.0,2
1765,Devarachikkanahalli,1425.0,2.0,65.0,3
1766,Devarachikkanahalli,947.0,2.0,43.0,2
1767,Devarachikkanahalli,1130.0,2.0,36.0,2
1768,Devarachikkanahalli,1417.0,2.0,76.0,3
1769,Devarachikkanahalli,1230.0,2.0,58.0,2
1770,Devarachikkanahalli,1705.0,3.0,75.0,3
1771,Devarachikkanahalli,1116.0,2.0,47.0,2
1772,Devarachikkanahalli,991.0,2.0,40.0,2
1774,Dodda Nekkundi,1260.0,2.0,55.0,2
1775,Dodda Nekkundi,850.0,2.0,28.0,2
1776,Dodda Nekkundi,1390.0,2.0,60.0,2
1777,Dodda Nekkundi,1804.0,3.0,121.0,3
1778,Dodda Nekkundi,1080.0,2.0,50.0,2
1779,Dodda Nekkundi,1999.0,3.0,132.0,3
1780,Dodda Nekkundi,1100.0,2.0,48.0,2
1781,Dodda Nekkundi,1999.0,3.0,135.0,3
1782,Dodda Nekkundi,1100.0,2.0,41.15,2
1783,Dodda Nekkundi,1252.0,2.0,71.0,3
1784,Dodda Nekkundi,1155.0,2.0,46.0,2
1785,Dodda Nekkundi,1128.0,2.0,45.0,2
1786,Dodda Nekkundi,1148.0,2.0,56.0,2
1788,Dodda Nekkundi,1145.0,2.0,46.5,2
1789,Dodda Nekkundi,1829.0,3.0,125.0,3
1790,Dodda Nekkundi,1100.0,2.0,41.16,2
1791,Dodda Nekkundi,1100.0,2.0,46.75,2
1792,Dodda Nekkundi,1315.0,2.0,50.0,2
1793,Dodda Nekkundi,1135.0,2.0,58.0,2
1794,Dodda Nekkundi,1100.0,2.0,41.18,2
1795,Dodda Nekkundi,1370.0,2.0,60.0,2
1796,Dodda Nekkundi,1200.0,2.0,71.0,2
1797,Dodda Nekkundi,1585.0,2.0,79.0,3
1798,Dodda Nekkundi,1005.0,2.0,45.0,2
1799,Dodda Nekkundi,1264.0,2.0,52.0,2
1800,Doddaballapur,1690.0,3.0,80.0,4
1801,Doddaballapur,4200.0,4.0,325.0,4
1802,Doddaballapur,3876.0,3.0,300.0,3
1803,Doddaballapur,2776.0,4.0,195.0,3
1804,Doddaballapur,2440.0,3.0,142.0,3
1805,Doddaballapur,2400.0,3.0,200.0,4
1806,Doddaballapur,654.0,1.0,49.0,1
1807,Doddaballapur,3206.0,5.0,270.0,4
1808,Doddakallasandra,1010.0,2.0,40.39,2
1813,Doddakallasandra,1010.0,2.0,40.39,2
1814,Doddakallasandra,1072.0,2.0,42.87,2
1815,Doddakallasandra,1010.0,2.0,40.4,2
1816,Doddakallasandra,1010.0,2.0,41.0,2
1817,Doddakallasandra,1072.0,2.0,42.87,2
1818,Doddathoguru,970.0,2.0,33.0,2
1819,Doddathoguru,1050.0,2.0,32.0,2
1820,Doddathoguru,850.0,2.0,25.0,2
1821,Doddathoguru,1030.0,2.0,42.0,2
1822,Doddathoguru,1549.0,3.0,65.0,3
1824,Doddathoguru,550.0,1.0,17.0,1
1825,Doddathoguru,1015.0,2.0,33.5,2
1826,Doddathoguru,1104.0,2.0,39.0,2
1827,Doddathoguru,915.0,2.0,32.0,2
1828,Doddathoguru,750.0,1.0,25.5,1
1829,Doddathoguru,1595.0,3.0,62.0,3
1830,Doddathoguru,855.0,2.0,32.0,2
1831,Doddathoguru,1105.0,2.0,50.0,2
1832,Doddathoguru,925.0,2.0,30.0,2
1834,Doddathoguru,1208.0,3.0,45.0,3
1835,Doddathoguru,1100.0,2.0,50.0,2
1836,Doddathoguru,940.0,2.0,32.9,2
1837,Doddathoguru,1382.0,3.0,65.0,3
1838,Doddathoguru,1107.0,2.0,44.0,2
1839,Doddathoguru,907.0,2.0,40.0,2
1840,Doddathoguru,1783.0,3.0,85.0,3
1841,Doddathoguru,550.0,1.0,17.0,1
1842,Domlur,1540.0,3.0,90.0,3
1843,Domlur,1875.0,2.0,150.0,3
1844,Domlur,1429.0,3.0,86.0,3
1845,Domlur,640.0,1.0,55.0,1
1846,Domlur,1050.0,2.0,85.0,2
1847,Domlur,1800.0,3.0,150.0,3
1848,Domlur,1720.0,3.0,135.0,3
1849,Domlur,1950.0,3.0,165.0,3
1850,Domlur,2180.0,3.0,285.0,3
1851,Domlur,650.0,1.0,70.0,1
1852,Domlur,780.0,1.0,70.0,1
1853,Domlur,2180.0,3.0,285.0,3
1854,Domlur,1740.0,3.0,120.0,3
1855,Domlur,1695.0,3.0,125.0,3
1856,Domlur,1246.0,2.0,95.0,2
1857,Domlur,2100.0,3.0,145.0,3
1858,Domlur,1276.0,2.0,80.0,2
1859,Domlur,1850.0,3.0,180.0,3
1860,Domlur,2955.0,3.0,235.0,3
1861,Domlur,1650.0,3.0,180.0,3
1862,Dommasandra,805.0,2.0,22.14,2
1864,Dommasandra,1267.0,3.0,56.0,3
1865,Dommasandra,1200.0,2.0,50.0,2
1866,Dommasandra,2700.0,3.0,68.0,4
1868,Dommasandra,1153.0,2.0,43.5,2
1869,Dommasandra,1500.0,2.0,40.0,2
1870,Dommasandra,1090.0,2.0,43.5,2
1871,Dommasandra,850.0,2.0,25.4,2
1872,Dommasandra,674.0,1.0,19.9,2
1873,Dommasandra,999.0,2.0,32.9,2
1875,EPIP Zone,1285.0,2.0,82.0,2
1876,EPIP Zone,2330.0,3.0,162.0,3
1877,EPIP Zone,1330.0,2.0,92.5,2
1878,EPIP Zone,1330.0,2.0,86.98,2
1879,EPIP Zone,1330.0,2.0,93.36,2
1880,EPIP Zone,1500.0,3.0,102.0,3
1881,EPIP Zone,1280.0,2.0,69.0,2
1882,EPIP Zone,1125.0,2.0,65.0,2
1883,EPIP Zone,1734.0,3.0,125.0,3
1885,EPIP Zone,1343.0,2.0,86.0,2
1886,EPIP Zone,2350.0,4.0,163.0,3
1887,EPIP Zone,1860.0,3.0,130.0,3
1888,EPIP Zone,2210.0,3.0,165.0,3
1889,EPIP Zone,2710.0,3.0,177.0,3
1892,Electronic City,1025.0,2.0,47.0,3
1895,Electronic City,1500.0,2.0,64.5,3
1896,Electronic City,1060.0,2.0,60.0,2
1897,Electronic City,1152.0,2.0,64.5,2
1899,Electronic City,770.0,1.0,36.0,2
1900,Electronic City,1070.0,2.0,52.0,2
1901,Electronic City,1025.0,2.0,46.0,2
1902,Electronic City,589.0,1.0,27.0,1
1904,Electronic City,910.0,2.0,40.0,2
1905,Electronic City,1108.0,2.0,63.0,2
1906,Electronic City,1128.0,2.0,65.0,2
1907,Electronic City,1800.0,3.0,95.0,3
1908,Electronic City,630.0,1.0,34.65,1
1909,Electronic City,1128.0,2.0,63.0,2
1910,Electronic City,1599.0,3.0,99.0,3
1913,Electronic City,1070.0,2.0,55.0,2
1914,Electronic City,940.0,2.0,41.0,2
1916,Electronic City,1128.0,2.0,68.75,2
1917,Electronic City,1342.0,2.0,73.3,2
1918,Electronic City,1360.0,2.0,71.0,3
1920,Electronic City,1265.0,2.0,56.93,2
1921,Electronic City,1691.0,2.0,102.0,3
1922,Electronic City,1128.0,2.0,65.49,2
1925,Electronic City,1070.0,2.0,56.1,2
1926,Electronic City,2000.0,4.0,120.0,4
1927,Electronic City,890.0,2.0,45.0,2
1928,Electronic City,1128.0,2.0,65.65,2
1929,Electronic City,865.0,2.0,42.0,2
1931,Electronic City,910.0,2.0,42.0,2
1933,Electronic City,1360.0,2.0,75.0,3
1934,Electronic City,770.0,1.0,40.0,2
1935,Electronic City,1128.0,2.0,64.0,2
1936,Electronic City,1070.0,2.0,54.0,2
1938,Electronic City,1571.0,3.0,89.0,3
1939,Electronic City,1111.0,3.0,50.0,3
1940,Electronic City,870.0,2.0,39.5,2
1942,Electronic City,1374.0,2.0,72.0,3
1944,Electronic City,1128.0,2.0,65.35,2
1945,Electronic City,1128.0,2.0,65.0,2
1946,Electronic City,755.0,1.0,34.0,2
1950,Electronic City,1563.0,3.0,91.84,3
1951,Electronic City,1652.0,3.0,70.0,3
1953,Electronic City,1025.0,2.0,54.5,2
1955,Electronic City,1350.0,3.0,58.0,3
1958,Electronic City,1700.0,3.0,75.0,3
1960,Electronic City,1128.0,2.0,68.0,2
1961,Electronic City,700.0,1.0,35.0,1
1962,Electronic City,1360.0,2.0,70.5,3
1964,Electronic City,1571.0,3.0,105.0,3
1968,Electronic City,1600.0,3.0,104.0,3
1970,Electronic City,1500.0,2.0,100.0,3
1974,Electronic City,1152.0,2.0,65.0,2
1975,Electronic City,1070.0,2.0,60.0,2
1976,Electronic City,1128.0,2.0,65.5,2
1977,Electronic City,1200.0,2.0,59.0,2
1978,Electronic City,1152.0,2.0,65.75,2
1980,Electronic City,1070.0,2.0,55.0,2
1981,Electronic City,1060.0,2.0,58.0,2
1982,Electronic City,1025.0,2.0,54.1,2
1987,Electronic City,1500.0,2.0,78.0,3
1988,Electronic City,1213.0,2.0,59.32,2
1989,Electronic City,1575.0,3.0,90.0,3
1990,Electronic City,435.0,1.0,19.5,1
1991,Electronic City,1449.0,3.0,100.0,3
1993,Electronic City,1125.0,2.0,58.0,2
1995,Electronic City,1575.0,3.0,101.0,3
1997,Electronic City,550.0,1.0,12.0,1
1998,Electronic City,919.0,2.0,40.0,2
1999,Electronic City,1500.0,2.0,78.25,3
2000,Electronic City,1363.0,2.0,79.0,2
2003,Electronic City,1108.0,2.0,67.15,2
2005,Electronic City,1128.0,2.0,65.7,2
2007,Electronic City,1060.0,2.0,51.0,2
2009,Electronic City,1650.0,3.0,100.0,3
2011,Electronic City,1025.0,2.0,49.0,2
2013,Electronic City,1449.0,3.0,90.0,3
2015,Electronic City,1070.0,2.0,58.0,2
2016,Electronic City,1210.0,2.0,54.0,2
2017,Electronic City,1500.0,2.0,75.0,3
2019,Electronic City,1070.0,2.0,52.0,2
2020,Electronic City,2435.0,4.0,119.0,4
2025,Electronic City,1073.0,2.0,60.0,2
2026,Electronic City,1500.0,2.0,78.0,3
2027,Electronic City,1070.0,2.0,47.0,2
2028,Electronic City,1296.0,2.0,65.0,2
2029,Electronic City,1140.0,2.0,70.93,2
2035,Electronic City,2093.0,4.0,104.0,4
2036,Electronic City,1025.0,2.0,53.9,2
2037,Electronic City,940.0,2.0,54.0,2
2038,Electronic City,435.0,1.0,21.0,1
2039,Electronic City,1500.0,2.0,77.5,3
2040,Electronic City,1631.0,3.0,80.0,3
2041,Electronic City,1355.0,2.0,67.0,2
2044,Electronic City,435.0,1.0,22.0,1
2046,Electronic City,1039.0,2.0,50.0,2
2047,Electronic City,770.0,1.0,39.9,2
2049,Electronic City,1128.0,2.0,64.0,2
2050,Electronic City,605.0,1.0,13.31,1
2052,Electronic City,530.0,1.0,13.5,1
2053,Electronic City,1070.0,2.0,53.0,2
2056,Electronic City,1571.0,3.0,83.0,3
2058,Electronic City,1350.0,3.0,66.0,3
2059,Electronic City,1652.0,3.0,110.0,3
2063,Electronic City,1128.0,2.0,65.58,2
2064,Electronic City,635.0,1.0,28.0,1
2065,Electronic City,1128.0,2.0,65.4,2
2068,Electronic City,1355.0,2.0,72.9,2
2072,Electronic City,770.0,1.0,35.0,2
2074,Electronic City,865.0,2.0,40.0,2
2077,Electronic City,1108.0,2.0,63.0,2
2078,Electronic City,630.0,1.0,40.5,1
2081,Electronic City,605.0,1.0,22.0,1
2083,Electronic City,1070.0,2.0,48.0,2
2085,Electronic City,1360.0,2.0,70.0,3
2086,Electronic City,635.0,1.0,28.0,1
2087,Electronic City,1128.0,2.0,65.45,2
2088,Electronic City,890.0,2.0,40.0,2
2093,Electronic City,1360.0,2.0,58.0,3
2096,Electronic City,630.0,1.0,33.7,1
2100,Electronic City,1400.0,3.0,90.0,3
2101,Electronic City,1287.0,3.0,55.0,3
2102,Electronic City,1258.0,2.0,85.5,2
2103,Electronic City,1386.0,2.0,85.0,2
2104,Electronic City,550.0,1.0,27.0,1
2105,Electronic City,1025.0,2.0,50.0,2
2107,Electronic City,1070.0,2.0,55.0,2
2108,Electronic City,1342.0,2.0,72.0,2
2109,Electronic City,1275.0,3.0,70.0,3
2110,Electronic City,770.0,1.0,38.0,2
2115,Electronic City,1644.0,3.0,92.59,3
2116,Electronic City,1250.0,2.0,62.0,2
2119,Electronic City,418.0,1.0,12.0,1
2120,Electronic City,1128.0,2.0,64.8,2
2123,Electronic City,1060.0,2.0,55.0,2
2124,Electronic City,710.0,1.0,40.42,1
2127,Electronic City,1275.0,3.0,63.43,3
2128,Electronic City,1518.0,3.0,75.0,3
2129,Electronic City,1090.0,2.0,31.48,1
2132,Electronic City,1060.0,2.0,55.0,2
2134,Electronic City,1353.0,2.0,75.0,2
2136,Electronic City,1128.0,2.0,67.0,2
2137,Electronic City,1070.0,2.0,57.0,2
2138,Electronic City,1700.0,3.0,90.0,3
2140,Electronic City,750.0,1.0,35.0,1
2141,Electronic City,1210.0,2.0,55.0,2
2142,Electronic City,1070.0,2.0,60.0,2
2147,Electronic City,1615.0,3.0,97.0,3
2149,Electronic City,1221.0,2.0,68.0,2
2151,Electronic City,1500.0,3.0,73.0,3
2152,Electronic City,995.0,2.0,48.0,2
2153,Electronic City,1342.0,2.0,90.0,2
2155,Electronic City,1128.0,2.0,63.5,2
2156,Electronic City,589.0,1.0,29.0,1
2159,Electronic City,1575.0,3.0,94.5,3
2160,Electronic City,1070.0,2.0,48.0,2
2161,Electronic City,1025.0,2.0,54.0,2
2162,Electronic City,1500.0,2.0,70.0,3
2163,Electronic City,1500.0,2.0,64.5,3
2165,Electronic City,2093.0,4.0,134.0,4
2167,Electronic City,1355.0,2.0,73.0,2
2168,Electronic City,1360.0,2.0,64.99,3
2169,Electronic City,1060.0,2.0,52.0,2
2170,Electronic City Phase II,1056.0,2.0,39.07,2
2171,Electronic City Phase II,1020.0,2.0,30.6,2
2172,Electronic City Phase II,1069.0,2.0,45.0,2
2173,Electronic City Phase II,630.0,1.0,28.35,1
2175,Electronic City Phase II,1000.0,2.0,25.0,2
2176,Electronic City Phase II,1090.0,2.0,28.34,2
2177,Electronic City Phase II,2225.0,4.0,98.88,4
2179,Electronic City Phase II,775.0,2.0,38.0,2
2180,Electronic City Phase II,1266.0,2.0,59.0,2
2181,Electronic City Phase II,1000.0,2.0,28.88,2
2184,Electronic City Phase II,972.0,2.0,44.0,2
2186,Electronic City Phase II,1031.0,2.0,55.0,2
2187,Electronic City Phase II,1003.0,2.0,40.6,2
2188,Electronic City Phase II,1031.0,2.0,56.35,2
2190,Electronic City Phase II,1395.0,2.0,62.78,3
2191,Electronic City Phase II,1160.0,2.0,33.5,2
2192,Electronic City Phase II,1065.0,2.0,30.75,2
2193,Electronic City Phase II,1219.0,2.0,61.25,2
2195,Electronic City Phase II,1000.0,2.0,28.88,2
2196,Electronic City Phase II,1790.0,3.0,100.0,3
2197,Electronic City Phase II,769.0,2.0,40.0,2
2199,Electronic City Phase II,900.0,2.0,32.5,2
2202,Electronic City Phase II,993.0,2.0,50.0,3
2203,Electronic City Phase II,1418.0,3.0,52.47,3
2204,Electronic City Phase II,1070.0,2.0,45.0,2
2207,Electronic City Phase II,1140.0,2.0,33.06,2
2208,Electronic City Phase II,1533.0,2.0,32.67,2
2209,Electronic City Phase II,1031.0,2.0,55.0,2
2210,Electronic City Phase II,1253.0,2.0,65.8,2
2212,Electronic City Phase II,1160.0,2.0,33.5,2
2213,Electronic City Phase II,975.0,2.0,45.0,3
2214,Electronic City Phase II,6000.0,4.0,260.0,4
2215,Electronic City Phase II,1116.0,2.0,37.0,2
2216,Electronic City Phase II,1125.0,2.0,29.25,2
2217,Electronic City Phase II,1000.0,2.0,28.88,2
2218,Electronic City Phase II,1000.0,2.0,28.88,2
2219,Electronic City Phase II,1000.0,2.0,28.88,2
2220,Electronic City Phase II,1165.0,2.0,30.29,2
2221,Electronic City Phase II,1031.0,2.0,53.0,2
2223,Electronic City Phase II,1065.0,2.0,30.88,2
2225,Electronic City Phase II,1549.0,3.0,80.0,3
2226,Electronic City Phase II,1065.0,2.0,56.13,2
2228,Electronic City Phase II,920.0,2.0,26.0,2
2229,Electronic City Phase II,1140.0,2.0,33.84,2
2230,Electronic City Phase II,1219.0,2.0,61.26,2
2231,Electronic City Phase II,1252.0,2.0,65.0,3
2232,Electronic City Phase II,1125.0,2.0,32.49,2
2234,Electronic City Phase II,1286.0,2.0,69.0,2
2236,Electronic City Phase II,1140.0,2.0,32.92,2
2237,Electronic City Phase II,1116.0,2.0,40.0,2
2238,Electronic City Phase II,1150.0,3.0,46.0,3
2239,Electronic City Phase II,1192.0,2.0,47.0,3
2241,Electronic City Phase II,1020.0,2.0,32.0,2
2242,Electronic City Phase II,1900.0,3.0,97.0,4
2243,Electronic City Phase II,1020.0,2.0,27.43,2
2244,Electronic City Phase II,1025.0,2.0,26.65,2
2245,Electronic City Phase II,1020.0,2.0,29.45,2
2246,Electronic City Phase II,1000.0,2.0,28.88,2
2248,Electronic City Phase II,1140.0,2.0,28.5,2
2249,Electronic City Phase II,1125.0,2.0,32.49,2
2250,Electronic City Phase II,1200.0,2.0,34.65,2
2251,Electronic City Phase II,1160.0,2.0,52.2,2
2252,Electronic City Phase II,1244.0,2.0,55.0,2
2253,Electronic City Phase II,1160.0,2.0,33.51,2
2256,Electronic City Phase II,972.0,2.0,40.0,2
2257,Electronic City Phase II,1160.0,2.0,33.51,2
2259,Electronic City Phase II,1090.0,2.0,31.48,2
2260,Electronic City Phase II,1140.0,2.0,32.92,2
2261,Electronic City Phase II,650.0,1.0,35.0,1
2262,Electronic City Phase II,1155.0,2.0,57.0,2
2263,Electronic City Phase II,1800.0,3.0,92.0,3
2264,Electronic City Phase II,1300.0,2.0,28.0,2
2265,Electronic City Phase II,1160.0,2.0,33.5,2
2266,Electronic City Phase II,1025.0,2.0,29.6,2
2267,Electronic City Phase II,829.0,2.0,22.8,2
2269,Electronic City Phase II,1252.0,2.0,67.0,2
2271,Electronic City Phase II,1125.0,2.0,32.63,2
2272,Electronic City Phase II,1140.0,2.0,34.0,2
2275,Electronic City Phase II,1252.0,2.0,65.0,3
2276,Electronic City Phase II,1135.0,2.0,46.0,2
2277,Electronic City Phase II,1305.0,3.0,65.0,3
2278,Electronic City Phase II,1165.0,2.0,33.64,2
2280,Electronic City Phase II,1336.0,2.0,50.35,3
2281,Electronic City Phase II,575.0,1.0,16.75,1
2282,Electronic City Phase II,925.0,2.0,49.82,3
2283,Electronic City Phase II,1065.0,2.0,30.76,2
2284,Electronic City Phase II,1065.0,2.0,30.75,2
2285,Electronic City Phase II,1140.0,2.0,33.06,2
2286,Electronic City Phase II,911.0,2.0,26.5,2
2287,Electronic City Phase II,1200.0,2.0,34.65,2
2288,Electronic City Phase II,1031.0,2.0,54.48,2
2292,Electronics City Phase 1,1475.0,3.0,78.29,3
2293,Electronics City Phase 1,1490.0,3.0,78.8,3
2294,Electronics City Phase 1,1113.27,2.0,53.0,2
2295,Electronics City Phase 1,1490.0,3.0,84.0,3
2296,Electronics City Phase 1,1175.0,2.0,51.47,2
2297,Electronics City Phase 1,1160.0,2.0,52.0,2
2302,Electronics City Phase 1,1015.0,2.0,56.0,2
2304,Electronics City Phase 1,1515.0,2.0,80.91,3
2305,Electronics City Phase 1,995.0,2.0,46.0,2
2306,Electronics City Phase 1,1555.0,2.0,82.0,3
2307,Electronics City Phase 1,1340.0,2.0,75.0,2
2308,Electronics City Phase 1,650.0,1.0,23.0,1
2309,Electronics City Phase 1,1124.0,2.0,55.0,3
2310,Electronics City Phase 1,1175.0,2.0,57.0,2
2311,Electronics City Phase 1,755.0,1.0,42.41,1
2312,Electronics City Phase 1,580.0,1.0,27.0,1
2313,Electronics City Phase 1,940.0,2.0,49.0,2
2314,Electronics City Phase 1,1335.0,2.0,67.0,2
2315,Electronics City Phase 1,1113.12,2.0,55.0,2
2317,Electronics City Phase 1,1350.0,3.0,71.0,3
2319,Electronics City Phase 1,995.0,2.0,49.8,2
2320,Electronics City Phase 1,635.0,1.0,26.0,1
2321,Electronics City Phase 1,1190.0,2.0,68.0,2
2323,Electronics City Phase 1,1450.0,3.0,72.54,3
2324,Electronics City Phase 1,360.0,1.0,16.9,1
2325,Electronics City Phase 1,638.0,1.0,32.0,1
2326,Electronics City Phase 1,1175.0,2.0,64.98,2
2327,Electronics City Phase 1,585.0,1.0,21.0,1
2328,Electronics City Phase 1,1200.0,2.0,59.76,2
2329,Electronics City Phase 1,1145.0,2.0,54.0,2
2330,Electronics City Phase 1,1125.0,2.0,65.0,2
2331,Electronics City Phase 1,1550.0,2.0,82.0,3
2333,Electronics City Phase 1,1140.0,1.0,45.4,1
2334,Electronics City Phase 1,865.0,2.0,40.0,2
2338,Electronics City Phase 1,1800.0,3.0,93.0,3
2339,Electronics City Phase 1,1314.0,2.0,60.0,2
2340,Electronics City Phase 1,1170.0,2.0,62.0,2
2341,Electronics City Phase 1,1450.0,3.0,79.0,3
2342,Electronics City Phase 1,940.0,2.0,48.0,2
2343,Electronics City Phase 1,940.0,2.0,44.0,2
2344,Electronics City Phase 1,1300.0,2.0,67.0,2
2345,Electronics City Phase 1,1028.0,2.0,51.0,2
2347,Electronics City Phase 1,1205.0,2.0,60.0,2
2349,Electronics City Phase 1,1305.0,2.0,67.0,2
2350,Electronics City Phase 1,755.0,1.0,30.12,1
2351,Electronics City Phase 1,1175.0,2.0,60.0,2
2352,Frazer Town,1700.0,3.0,180.0,3
2353,Frazer Town,1305.0,3.0,95.45,3
2354,Frazer Town,1870.0,3.0,185.0,3
2355,Frazer Town,1750.0,3.0,150.0,3
2357,Frazer Town,2000.0,3.0,200.0,3
2358,Frazer Town,3500.0,4.0,330.0,3
2359,Frazer Town,2350.0,4.0,285.0,3
2360,Frazer Town,1550.0,2.0,140.0,2
2361,Frazer Town,1900.0,4.0,145.0,3
2362,Frazer Town,2560.0,3.0,265.0,3
